,cus1,cus2,Match
3810,763608193,252716257,No Match
3811,743604144,932388443,No Match
3812,410069913,227615971,No Match
3813,435339094,227022028,No Match
3814,426138055,412055793,No Match
3815,817820262,226866515,No Match
3816,695545644,214287160,No Match
3817,849469964,715380377,No Match
3818,736189894,227543168,No Match
3819,823322809,227374660,No Match
3820,753472683,207969641,No Match
3821,660919968,101112923,No Match
3822,864361409,208425546,No Match
3823,848223962,930094387,No Match
3824,409782906,214100160,No Match
3825,834204840,428132709,No Match
3826,896636219,153340662,No Match
3827,759501043,268186061,No Match
3828,448774976,244144588,No Match
3829,439550284,370370000,No Match
3830,895259845,120779699,No Match
3831,895525971,220369762,No Match
3832,443977918,211393638,No Match
3833,440650602,227683698,No Match
3834,718389630,214080548,No Match
3835,808819892,392976108,No Match
3836,814694854,834844731,No Match
3837,896924640,213117531,No Match
3838,806381604,773681928,No Match
3839,427928868,415748776,No Match
3840,433582533,573519611,No Match
3841,448773818,680170966,No Match
3842,822723045,759587591,No Match
3843,751768675,227480238,No Match
3844,807472110,136981369,No Match
3845,801685780,977041938,No Match
3846,878121115,227665141,No Match
3847,800227649,772365103,No Match
3848,422878961,227402098,No Match
3849,755249266,227758191,No Match
3850,784554390,227238580,No Match
3851,440530539,821451836,No Match
3852,407273745,228743157,No Match
3853,402888249,227455908,No Match
3854,795962082,227204269,No Match
3855,424712682,327545794,No Match
3856,410515370,205756140,No Match
3857,772839153,741765346,No Match
3858,436313910,206613720,No Match
3859,406309865,226495451,No Match
3860,789724598,571068826,No Match
3861,820758746,227645718,No Match
3862,867763526,722319750,No Match
3863,680764537,770150048,No Match
3864,872808426,496358580,No Match
3865,791746040,211689855,No Match
3866,823326324,750683656,No Match
3867,748498862,796924796,No Match
3868,698670010,877591433,No Match
3869,789113690,227429978,No Match
3870,787116716,214789814,No Match
3871,868406571,415948103,No Match
